{Apodora_verrucosus, Ctenosaura_canorus} {Candoia_hodgsoni, Lamprophis_infrafrenata}
{Acanthoceros_not, Eudramias_ignicapillus} {Gazella_homeana, Otocoris_caudicinctus}
{Elaphe_agama, Nemorhaedus_parvus} {Gazella_homeana, Xenochrophis_erythropus}
{Apus_aristotelis, Eurynorhynchus_mycterizans} {Nemorhaedus_parvus, Trapelus_galericulata}
{Ctenosaura_canorus, Trapelus_galericulata} {Eurynorhynchus_mycterizans, Neophron_gemmicincta}
{Eudramias_ignicapillus, Nemorhaedus_parvus} {Mochlus_stimsoni, Otocoris_caudicinctus}
{Ctenosaura_canorus, Gazella_homeana} {Eurynorhynchus_mycterizans, Lamprophis_infrafrenata}
{Eudramias_ignicapillus, Nemorhaedus_parvus} {Iomachus_erythropus, Lamprophis_infrafrenata}
{Acanthoceros_not, Eudramias_ignicapillus} {Candoia_hodgsoni, Eurynorhynchus_mycterizans}
{Acanthoceros_not, Gavia_equestris} {Eurynorhynchus_mycterizans, Lamprophis_infrafrenata}
{Apodora_verrucosus, Trapelus_galericulata} {Apus_aristotelis, Camptoloma_mystaceus}
{Elaphe_agama, Gavia_equestris} {Gazella_homeana, Neophron_gemmicincta}
{Acanthoceros_not, Eudramias_ignicapillus} {Iomachus_erythropus, Xenochrophis_erythropus}
{Apus_aristotelis, Neophron_gemmicincta} {Ctenosaura_canorus, Gavia_equestris}
{Iomachus_erythropus, Mochlus_stimsoni} {Neophron_gemmicincta, Otocoris_caudicinctus}
{Apus_aristotelis, Otocoris_caudicinctus} {Elaphe_agama, Gavia_equestris}
{Camptoloma_mystaceus, Gazella_homeana} {Eudramias_ignicapillus, Trapelus_galericulata}
{Apus_aristotelis, Otocoris_caudicinctus} {Ctenosaura_canorus, Eudramias_ignicapillus}
{Apodora_verrucosus, Elaphe_agama} {Candoia_hodgsoni, Lamprophis_infrafrenata}
{Apodora_verrucosus, Trapelus_galericulata} {Candoia_hodgsoni, Eurynorhynchus_mycterizans}
{Apus_aristotelis, Neophron_gemmicincta} {Eudramias_ignicapillus, Nemorhaedus_parvus}
{Acanthoceros_not, Gavia_equestris} {Camptoloma_mystaceus, Otocoris_caudicinctus}
{Ctenosaura_canorus, Elaphe_agama} {Eurynorhynchus_mycterizans, Gazella_homeana}
{Apodora_verrucosus, Candoia_hodgsoni} {Iomachus_erythropus, Mochlus_stimsoni}
{Ctenosaura_canorus, Mochlus_stimsoni} {Elaphe_agama, Nemorhaedus_parvus}
{Elaphe_agama, Trapelus_galericulata} {Eurynorhynchus_mycterizans, Gazella_homeana}
{Candoia_hodgsoni, Gazella_homeana} {Ctenosaura_canorus, Gavia_equestris}
{Apus_aristotelis, Trapelus_galericulata} {Iomachus_erythropus, Mochlus_stimsoni}
{Iomachus_erythropus, Mochlus_stimsoni} {Otocoris_caudicinctus, Xenochrophis_erythropus}
{Camptoloma_mystaceus, Xenochrophis_erythropus} {Candoia_hodgsoni, Iomachus_erythropus}
{Ctenosaura_canorus, Gavia_equestris} {Mochlus_stimsoni, Otocoris_caudicinctus}
{Ctenosaura_canorus, Gavia_equestris} {Iomachus_erythropus, Lamprophis_infrafrenata}
{Acanthoceros_not, Gavia_equestris} {Candoia_hodgsoni, Xenochrophis_erythropus}
{Camptoloma_mystaceus, Candoia_hodgsoni} {Ctenosaura_canorus, Elaphe_agama}
{Candoia_hodgsoni, Gazella_homeana} {Eudramias_ignicapillus, Nemorhaedus_parvus}
{Eudramias_ignicapillus, Trapelus_galericulata} {Eurynorhynchus_mycterizans, Neophron_gemmicincta}
{Acanthoceros_not, Ctenosaura_canorus} {Camptoloma_mystaceus, Iomachus_erythropus}
{Camptoloma_mystaceus, Neophron_gemmicincta} {Eudramias_ignicapillus, Gavia_equestris}
{Acanthoceros_not, Trapelus_galericulata} {Eurynorhynchus_mycterizans, Gazella_homeana}
{Apodora_verrucosus, Eudramias_ignicapillus} {Apus_aristotelis, Ctenosaura_canorus}
{Candoia_hodgsoni, Lamprophis_infrafrenata} {Ctenosaura_canorus, Nemorhaedus_parvus}
{Apodora_verrucosus, Eudramias_ignicapillus} {Spizaetus_albigula, Xenochrophis_erythropus}
{Apodora_verrucosus, Eudramias_ignicapillus} {Otocoris_caudicinctus, Spizaetus_albigula}
{Apodora_verrucosus, Nemorhaedus_parvus} {Camptoloma_mystaceus, Eurynorhynchus_mycterizans}
{Eurynorhynchus_mycterizans, Iomachus_erythropus} {Gavia_equestris, Nemorhaedus_parvus}
{Apodora_verrucosus, Ctenosaura_canorus} {Lamprophis_infrafrenata, Otocoris_caudicinctus}
{Camptoloma_mystaceus, Neophron_gemmicincta} {Gavia_equestris, Nemorhaedus_parvus}
{Camptoloma_mystaceus, Spizaetus_albigula} {Ctenosaura_canorus, Gavia_equestris}
{Ctenosaura_canorus, Trapelus_galericulata} {Neophron_gemmicincta, Spizaetus_albigula}
{Elaphe_agama, Nemorhaedus_parvus} {Mochlus_stimsoni, Spizaetus_albigula}
{Acanthoceros_not, Ctenosaura_canorus} {Gazella_homeana, Iomachus_erythropus}
{Acanthoceros_not, Trapelus_galericulata} {Apus_aristotelis, Lamprophis_infrafrenata}
{Apodora_verrucosus, Nemorhaedus_parvus} {Candoia_hodgsoni, Iomachus_erythropus}
{Elaphe_agama, Nemorhaedus_parvus} {Lamprophis_infrafrenata, Neophron_gemmicincta}
{Camptoloma_mystaceus, Otocoris_caudicinctus} {Eudramias_ignicapillus, Gavia_equestris}
{Camptoloma_mystaceus, Spizaetus_albigula} {Eudramias_ignicapillus, Nemorhaedus_parvus}
{Gavia_equestris, Trapelus_galericulata} {Gazella_homeana, Neophron_gemmicincta}
{Eudramias_ignicapillus, Nemorhaedus_parvus} {Eurynorhynchus_mycterizans, Iomachus_erythropus}
{Acanthoceros_not, Trapelus_galericulata} {Candoia_hodgsoni, Spizaetus_albigula}
{Apodora_verrucosus, Elaphe_agama} {Lamprophis_infrafrenata, Otocoris_caudicinctus}
{Camptoloma_mystaceus, Otocoris_caudicinctus} {Gavia_equestris, Nemorhaedus_parvus}
{Eurynorhynchus_mycterizans, Gavia_equestris} {Iomachus_erythropus, Mochlus_stimsoni}
{Camptoloma_mystaceus, Gazella_homeana} {Ctenosaura_canorus, Elaphe_agama}
{Acanthoceros_not, Apodora_verrucosus} {Neophron_gemmicincta, Otocoris_caudicinctus}
{Acanthoceros_not, Ctenosaura_canorus} {Gazella_homeana, Xenochrophis_erythropus}
{Eudramias_ignicapillus, Trapelus_galericulata} {Gazella_homeana, Mochlus_stimsoni}
{Ctenosaura_canorus, Nemorhaedus_parvus} {Eurynorhynchus_mycterizans, Neophron_gemmicincta}
{Camptoloma_mystaceus, Xenochrophis_erythropus} {Elaphe_agama, Otocoris_caudicinctus}
{Ctenosaura_canorus, Eurynorhynchus_mycterizans} {Gavia_equestris, Nemorhaedus_parvus}
{Acanthoceros_not, Apodora_verrucosus} {Otocoris_caudicinctus, Xenochrophis_erythropus}
{Ctenosaura_canorus, Elaphe_agama} {Gazella_homeana, Otocoris_caudicinctus}
{Camptoloma_mystaceus, Mochlus_stimsoni} {Elaphe_agama, Nemorhaedus_parvus}
{Elaphe_agama, Trapelus_galericulata} {Gazella_homeana, Otocoris_caudicinctus}
{Eudramias_ignicapillus, Trapelus_galericulata} {Neophron_gemmicincta, Spizaetus_albigula}
{Acanthoceros_not, Nemorhaedus_parvus} {Neophron_gemmicincta, Xenochrophis_erythropus}
{Apodora_verrucosus, Otocoris_caudicinctus} {Camptoloma_mystaceus, Xenochrophis_erythropus}
{Eudramias_ignicapillus, Trapelus_galericulata} {Iomachus_erythropus, Otocoris_caudicinctus}
{Ctenosaura_canorus, Gavia_equestris} {Eurynorhynchus_mycterizans, Iomachus_erythropus}
{Candoia_hodgsoni, Lamprophis_infrafrenata} {Elaphe_agama, Eudramias_ignicapillus}
{Candoia_hodgsoni, Neophron_gemmicincta} {Ctenosaura_canorus, Gavia_equestris}
{Elaphe_agama, Eudramias_ignicapillus} {Neophron_gemmicincta, Otocoris_caudicinctus}
{Ctenosaura_canorus, Elaphe_agama} {Iomachus_erythropus, Xenochrophis_erythropus}
{Apus_aristotelis, Xenochrophis_erythropus} {Ctenosaura_canorus, Elaphe_agama}
{Elaphe_agama, Trapelus_galericulata} {Iomachus_erythropus, Xenochrophis_erythropus}
{Camptoloma_mystaceus, Iomachus_erythropus} {Gavia_equestris, Trapelus_galericulata}
{Acanthoceros_not, Gavia_equestris} {Eurynorhynchus_mycterizans, Gazella_homeana}
{Apodora_verrucosus, Ctenosaura_canorus} {Apus_aristotelis, Mochlus_stimsoni}
{Candoia_hodgsoni, Xenochrophis_erythropus} {Gavia_equestris, Trapelus_galericulata}
{Acanthoceros_not, Trapelus_galericulata} {Apus_aristotelis, Camptoloma_mystaceus}
{Apodora_verrucosus, Eudramias_ignicapillus} {Mochlus_stimsoni, Otocoris_caudicinctus}
{Elaphe_agama, Eudramias_ignicapillus} {Otocoris_caudicinctus, Xenochrophis_erythropus}
{Apodora_verrucosus, Eudramias_ignicapillus} {Iomachus_erythropus, Lamprophis_infrafrenata}
{Acanthoceros_not, Trapelus_galericulata} {Gazella_homeana, Otocoris_caudicinctus}
{Apodora_verrucosus, Eudramias_ignicapillus} {Ctenosaura_canorus, Mochlus_stimsoni}
{Eudramias_ignicapillus, Nemorhaedus_parvus} {Gazella_homeana, Neophron_gemmicincta}
{Acanthoceros_not, Elaphe_agama} {Apus_aristotelis, Iomachus_erythropus}
